structural_type,construction_material,fire_load_type,wall_thickness,height_floors,temperature,wind,humidity,area_m2,paint,room_number,room_occupants,fire_resistance
Sandstone,Timber,Residential,1,5,27.553472406583193,2.3395063761039903,59.66543283029266,992,Fire Resistant Paint,10,8,4.1
Brick,Concrete,Commercial,1,6,18.94704404944659,6.376559213804421,44.081155703348216,721,Standard Paint,54,24,3.2
Timber Structures,Steel,Commercial,2,47,30.108945021307754,5.910789920443122,83.0147740761374,662,Fire Resistant Paint,74,41,3.6
Reinforced Concrete Structures,Steel,Residential,1,5,26.22248901782942,2.630956578442248,71.69602556541832,913,Standard Paint,10,6,2.9
Masonry Structures,Timber,Commercial,1,20,11.498643190767158,7.305507686827244,70.36195152529562,189,Standard Paint,80,47,3.3
Timber Structures,Concrete,Commercial,2,43,34.1315138197358,7.447602978258886,53.927362973136766,1789,Standard Paint,85,15,2.6
Masonry Structures,Steel,Commercial,1,35,25.777468325424607,9.779591527259663,68.44702393191344,1620,Standard Paint,89,32,1.7
Sandstone,Concrete,Commercial,2,15,12.001089688199734,1.5145437491343037,64.9563727438604,1394,Standard Paint,38,47,1.1
Masonry Structures,Steel,Commercial,2,12,10.361116606775544,6.789305087506902,81.38720612480444,425,Fire Resistant Paint,89,20,2.3
Sandstone,Steel,Residential,2,2,12.610600269804085,8.819633459081482,77.02698205179372,1370,Fire Resistant Paint,10,1,1.4
Sandstone,Steel,Residential,1,6,24.69696975673775,2.2380205724122857,71.49010151771051,1911,Standard Paint,11,10,1.6
Reinforced Concrete Structures,Steel,Commercial,1,18,13.776694264564956,5.3266811892518815,75.53413398789294,598,Standard Paint,34,37,6.7
Brick,Timber,Commercial,1,10,21.005045276422084,2.342722686183377,56.72287296664691,829,Fire Resistant Paint,38,45,3.4
Masonry Structures,Steel,Commercial,2,36,34.924600254985975,8.75727424983872,41.114046995040724,1924,Fire Resistant Paint,59,23,4.9
Reinforced Concrete Structures,Timber,Residential,2,1,11.27648702009115,1.8148090632089846,89.19234804868685,1126,Fire Resistant Paint,4,7,2.5
Brick,Steel,Commercial,1,14,30.22093434257706,4.3745924450985,62.112318344421,263,Fire Resistant Paint,66,30,5.0
Timber Structures,Timber,Commercial,1,50,14.776580012824416,5.394013112653736,60.31741903959616,1348,Fire Resistant Paint,78,12,2.6
Sandstone,Concrete,Residential,2,2,24.980469142122526,4.415057641955504,68.92340039306313,733,Fire Resistant Paint,5,8,4.9
Sandstone,Concrete,Commercial,2,49,26.69032485211701,3.412349583519066,57.75098106459509,126,Fire Resistant Paint,71,34,6.1
Masonry Structures,Concrete,Residential,1,5,29.103214577178388,3.9487162503723767,49.30634155392636,1585,Standard Paint,10,8,1.3
Brick,Timber,Commercial,1,46,19.692077948506096,1.747494662953513,58.51195526838137,650,Standard Paint,87,36,5.0
Timber Structures,Timber,Commercial,1,39,15.0485837160203,1.1122373677309763,64.73116905148358,1601,Standard Paint,95,12,4.5
Brick,Steel,Residential,1,6,29.988235437379767,3.826238780366659,80.43939154650224,1046,Standard Paint,11,4,3.9
Brick,Timber,Commercial,2,40,16.524886057845684,9.2092230679507,68.6213397364431,1590,Standard Paint,96,38,3.1
Sandstone,Concrete,Residential,1,4,16.621318179821547,8.09806357277068,66.16878910635761,1143,Standard Paint,4,5,3.3
Sandstone,Timber,Residential,1,5,27.430075877616943,1.1576658653485306,45.70520688404852,212,Standard Paint,9,6,4.1
Masonry Structures,Concrete,Commercial,1,26,13.51701119487462,6.562672159516101,49.30959438766584,639,Fire Resistant Paint,58,40,4.0
Brick,Timber,Commercial,1,49,15.23972921955307,3.653449829524875,69.92962513347517,656,Fire Resistant Paint,95,27,3.4
Sandstone,Concrete,Residential,1,4,12.35662378010397,1.0890960865927508,43.496673534341674,1133,Fire Resistant Paint,6,4,5.5
Reinforced Concrete Structures,Steel,Residential,2,6,31.339311530882977,1.3424180254187825,60.758833531970346,109,Fire Resistant Paint,6,5,4.3
Brick,Steel,Residential,1,6,20.270521606891897,6.61335208575157,54.68895623490293,1681,Standard Paint,9,4,5.6
Timber Structures,Concrete,Commercial,2,44,14.563824912144327,5.656537615562538,78.65724952396047,1741,Standard Paint,76,16,1.9
Timber Structures,Steel,Commercial,2,11,20.30980830340609,4.156536533167584,52.488572789813915,1991,Standard Paint,93,13,1.6
Brick,Concrete,Commercial,2,17,31.70358353069021,2.787355185082495,49.8267673136437,137,Fire Resistant Paint,50,34,5.6
Sandstone,Timber,Residential,1,6,14.169792245363794,6.966804797904974,81.38597997937237,259,Standard Paint,9,8,4.3
Masonry Structures,Concrete,Commercial,1,38,29.899598177820206,1.6908224012875053,69.9807364820865,1442,Standard Paint,57,46,4.1
Masonry Structures,Timber,Commercial,2,12,29.274515982527014,7.273515929958527,84.9755779603694,790,Standard Paint,36,26,4.0
Sandstone,Steel,Commercial,1,30,12.218030705810701,3.2753183878300844,89.25440074221271,1097,Standard Paint,69,44,4.9
Timber Structures,Concrete,Commercial,2,21,16.899290875847637,6.858608690240364,78.56284931273704,1891,Fire Resistant Paint,68,31,4.3
Masonry Structures,Timber,Residential,2,1,18.220761205798837,6.157673738714177,53.80196337656888,1601,Fire Resistant Paint,5,2,3.9
Reinforced Concrete Structures,Timber,Residential,1,3,26.132815492585483,6.654868874810404,53.04029125660034,1419,Standard Paint,7,6,4.1
Timber Structures,Steel,Commercial,1,9,11.720370278754633,2.2925620878242072,44.87822662186318,1448,Fire Resistant Paint,48,11,3.7
Masonry Structures,Concrete,Commercial,1,24,29.744865132128584,4.464968476975388,78.164050548574,1096,Fire Resistant Paint,51,13,4.2
Reinforced Concrete Structures,Steel,Commercial,1,26,34.667569899364324,9.209123626766896,75.34021420837843,492,Fire Resistant Paint,92,31,3.1
Reinforced Concrete Structures,Steel,Residential,2,3,30.412081174359393,6.458346202518286,59.04338786873163,1156,Fire Resistant Paint,6,7,3.0
Masonry Structures,Timber,Residential,1,4,29.29889693924173,5.773028239954663,87.32172473005355,734,Fire Resistant Paint,9,10,2.1
Brick,Concrete,Residential,1,2,11.487345290216007,5.2431851085491585,65.3048899881071,1239,Fire Resistant Paint,5,4,3.4
Masonry Structures,Steel,Residential,1,4,22.99822695186743,2.9470340303260634,70.8898741556818,1450,Standard Paint,6,5,5.1
Sandstone,Concrete,Residential,1,3,17.936745851200047,3.8257358916163637,84.24282874479431,604,Standard Paint,8,4,1.9
Sandstone,Timber,Residential,2,6,24.699735491908527,2.7330777136578983,51.47359566823232,610,Fire Resistant Paint,7,8,2.9
Timber Structures,Steel,Residential,2,5,18.879554962470323,9.146863728987755,77.21100576803914,1514,Fire Resistant Paint,7,7,4.4
Timber Structures,Timber,Residential,2,3,13.201777989445912,1.658589682124482,49.44834002826637,322,Fire Resistant Paint,8,3,3.0
Reinforced Concrete Structures,Timber,Commercial,1,26,31.083188891467053,8.517792217813662,55.30229150708172,1220,Standard Paint,65,23,4.1
Brick,Timber,Residential,2,3,13.058451761694958,5.556730738817839,77.14304616189892,340,Standard Paint,8,1,3.7
Reinforced Concrete Structures,Timber,Commercial,1,38,23.956536642098847,4.502121315399812,48.52478205919285,555,Standard Paint,73,34,2.0
Reinforced Concrete Structures,Timber,Commercial,2,29,28.944315175265285,3.8630610032763895,83.17382243038968,651,Standard Paint,65,47,2.1
Reinforced Concrete Structures,Concrete,Residential,1,4,31.660444686411562,5.698696491056748,48.044230813348975,1811,Standard Paint,8,4,4.1
Sandstone,Steel,Commercial,2,20,21.080640923067314,5.428431139832914,81.7704116234631,419,Fire Resistant Paint,61,28,4.2
Brick,Concrete,Commercial,1,39,21.688237137112974,8.853894797658757,68.5087616461521,882,Standard Paint,97,13,5.2
Timber Structures,Steel,Commercial,1,46,18.518213174582034,1.85094630229377,52.502233651983715,802,Fire Resistant Paint,87,23,1.5
Timber Structures,Timber,Commercial,2,18,29.54337959605883,8.319594080416106,42.74429275917758,732,Fire Resistant Paint,88,38,4.0
Masonry Structures,Timber,Commercial,2,47,12.727234708588227,5.811297497160019,63.675916092506085,608,Standard Paint,79,32,1.6
Sandstone,Timber,Residential,2,4,30.261774193296166,7.418805193684197,60.291333692315504,1526,Standard Paint,8,6,3.6
Timber Structures,Steel,Residential,1,1,26.560422587073607,9.87602251582897,78.51994533834429,1835,Standard Paint,3,2,3.5
Reinforced Concrete Structures,Concrete,Commercial,2,46,16.70244801090039,4.053683012750671,44.534664729146066,161,Fire Resistant Paint,75,45,4.1
Reinforced Concrete Structures,Steel,Residential,2,6,27.03974908150565,5.649584422301042,47.250444373011646,1602,Standard Paint,9,8,4.8
Timber Structures,Timber,Commercial,2,41,27.203806036487837,6.346607714864601,68.89772713774298,1127,Fire Resistant Paint,71,12,1.9
Timber Structures,Timber,Residential,1,4,34.453918044449495,9.515567069992242,59.06875107054999,1732,Fire Resistant Paint,5,5,6.6
Masonry Structures,Concrete,Residential,1,4,23.82434200674345,3.0519721316170907,41.4197416795654,1441,Fire Resistant Paint,8,2,4.2
Timber Structures,Timber,Residential,1,4,22.42227559989455,6.674678091811148,84.29465617918088,1745,Standard Paint,9,9,5.2
Masonry Structures,Timber,Residential,2,1,33.336095500145724,4.653602845594553,58.97553446728515,1167,Standard Paint,9,3,2.5
Timber Structures,Concrete,Residential,1,2,32.2872643924383,5.703086353135014,82.38802898379748,1705,Fire Resistant Paint,8,9,6.2
Masonry Structures,Concrete,Residential,2,1,14.529218698054155,3.2640705757044555,72.18095856526365,160,Standard Paint,5,1,3.7
Brick,Steel,Residential,1,1,30.63203430466065,9.373268042274272,42.96473704385123,693,Standard Paint,10,8,4.5
Reinforced Concrete Structures,Concrete,Commercial,2,8,26.7441243038149,8.337423669439152,43.11108811710231,344,Fire Resistant Paint,95,10,1.8
Brick,Timber,Commercial,2,47,30.247125752280716,3.37265163966361,71.03751285213554,1944,Standard Paint,75,30,4.3
Reinforced Concrete Structures,Concrete,Commercial,2,30,10.792933483784106,7.327294134369723,45.481887431131064,1438,Standard Paint,59,50,5.4
Sandstone,Steel,Commercial,2,26,12.506474587560268,9.746343830901395,42.7538829056833,656,Standard Paint,82,12,4.4
Timber Structures,Steel,Commercial,2,30,13.388104635541072,7.662798154034899,63.62429678400285,548,Fire Resistant Paint,93,40,4.5
Reinforced Concrete Structures,Steel,Commercial,1,47,24.859211205775978,8.564142601654478,51.128117821001204,1077,Fire Resistant Paint,71,41,2.7
Sandstone,Concrete,Residential,1,3,14.11418341472649,9.22673493136169,74.93203101213172,1893,Fire Resistant Paint,5,4,5.1
Reinforced Concrete Structures,Steel,Residential,1,1,26.747645793394994,7.497184194729589,57.33770297356146,1154,Standard Paint,7,4,3.3
Reinforced Concrete Structures,Timber,Commercial,1,43,15.887534515101127,2.704528828594516,89.31825419899403,579,Standard Paint,84,21,2.6
Timber Structures,Concrete,Residential,1,6,21.382517941552365,2.9925039883928486,68.29614595341091,1306,Standard Paint,9,4,4.6
Timber Structures,Concrete,Commercial,1,15,28.574749569665205,3.375269628009243,52.64932635764539,582,Standard Paint,52,36,1.9
Reinforced Concrete Structures,Timber,Commercial,2,49,10.860495162637356,4.247221169679696,80.87664525631632,1532,Standard Paint,68,30,6.1
Sandstone,Timber,Residential,2,3,14.691876771619267,1.4307009776669024,65.80093831820628,168,Standard Paint,5,10,4.1
Masonry Structures,Steel,Residential,1,4,18.01846891970378,1.476294805543342,67.81072789763907,1812,Fire Resistant Paint,8,5,3.8
Timber Structures,Timber,Residential,1,5,27.324523211926582,9.89402734653627,75.91169720329185,1197,Standard Paint,10,1,1.6
Brick,Concrete,Residential,1,6,19.013651622546046,5.967533981725052,74.03537163981443,942,Fire Resistant Paint,10,6,4.1
Timber Structures,Steel,Residential,1,2,14.81281422524497,6.322412072226883,40.45165547493175,1590,Standard Paint,4,5,5.0
Masonry Structures,Timber,Residential,2,1,27.061529776575917,2.4120028267100877,64.65067687998753,829,Fire Resistant Paint,3,3,4.5
Brick,Steel,Commercial,2,36,11.762187861797536,1.1211639182600728,54.017140459533366,1183,Fire Resistant Paint,81,40,3.1
Timber Structures,Concrete,Commercial,1,8,16.020801595998808,1.118562502770656,82.8754318109101,484,Fire Resistant Paint,88,36,4.4
Reinforced Concrete Structures,Concrete,Commercial,2,47,30.59924376426321,3.7844549487327908,65.5737701545638,879,Standard Paint,92,48,2.5
Masonry Structures,Concrete,Residential,1,5,13.652117120327711,2.543518660231239,42.18035157063572,1540,Standard Paint,10,8,2.9
Timber Structures,Timber,Commercial,1,47,25.936835497558757,5.896187793023263,60.02134468644374,913,Standard Paint,68,43,1.7
Timber Structures,Concrete,Commercial,1,38,27.782645566422588,3.4253393412491326,74.23022492323823,624,Standard Paint,67,38,6.5
Sandstone,Timber,Residential,2,5,24.813659075157034,2.4954667961466495,88.15334581026488,510,Standard Paint,10,5,2.1
Brick,Steel,Commercial,2,32,12.33902651938285,9.92919036863408,87.56178707139878,1643,Fire Resistant Paint,77,46,2.5
Sandstone,Timber,Commercial,1,30,12.772359941042682,5.524854346408662,87.56456915188477,972,Standard Paint,68,28,3.8
Reinforced Concrete Structures,Steel,Commercial,1,9,18.68774433433122,3.696642844854517,82.26059562585952,931,Standard Paint,35,14,4.6
Brick,Timber,Commercial,2,19,10.347578214513216,2.961291077804403,67.3552287659049,778,Fire Resistant Paint,67,21,2.0
Reinforced Concrete Structures,Concrete,Commercial,1,38,28.98902398549386,3.555516832364927,86.29120272023864,1236,Fire Resistant Paint,54,33,2.4
Sandstone,Timber,Residential,2,4,26.615831787290556,2.7224536291764854,55.80928826304023,754,Standard Paint,8,8,4.1
Reinforced Concrete Structures,Steel,Commercial,2,22,22.84668116149001,6.82423954125386,47.48240219554028,417,Standard Paint,47,20,6.4
Sandstone,Timber,Commercial,2,25,24.979139977917743,5.517037854042699,69.1385343961226,1671,Standard Paint,75,50,3.3
Sandstone,Concrete,Residential,2,4,28.636861493296138,1.3065604125513999,69.33759838549867,1545,Standard Paint,8,3,1.9
Masonry Structures,Steel,Commercial,1,12,21.04017401734469,9.09192979246271,60.805194907487056,1508,Standard Paint,38,30,2.3
Masonry Structures,Timber,Residential,1,6,28.212203879135828,4.15199936788896,53.805809992021686,1600,Fire Resistant Paint,6,10,1.2
Brick,Concrete,Residential,2,4,32.5615547922073,7.107107560134306,82.61412613397056,1074,Standard Paint,8,7,2.3
Reinforced Concrete Structures,Concrete,Commercial,1,28,14.604458771167263,1.8208326758527642,87.48665545463248,613,Standard Paint,94,30,4.3
Brick,Steel,Residential,2,4,15.29289757446141,9.895925849940799,67.40629790330722,1468,Fire Resistant Paint,5,6,4.4
Masonry Structures,Steel,Residential,1,1,31.474486588307805,1.4012911308416793,76.35652369763292,1532,Fire Resistant Paint,2,6,1.8
Timber Structures,Concrete,Commercial,2,37,18.084304655431033,4.28451954398399,48.48437098622388,982,Fire Resistant Paint,75,11,5.3
Timber Structures,Timber,Residential,2,2,21.478586782221136,1.8357420161699194,86.46615267245714,979,Standard Paint,7,1,3.7
Sandstone,Timber,Commercial,2,46,24.767119784258746,2.046149739480864,70.63365545155068,1720,Standard Paint,72,33,2.9
Sandstone,Concrete,Residential,1,3,12.907192423438435,4.5275927413104995,51.72032315055145,1540,Fire Resistant Paint,6,3,5.6
Masonry Structures,Steel,Residential,2,1,22.197300769883668,2.4382462312255764,45.110893023653574,424,Fire Resistant Paint,9,10,3.6
Reinforced Concrete Structures,Concrete,Residential,2,4,14.685845090803964,8.149121284557317,65.58632949078986,1549,Fire Resistant Paint,6,7,2.4
Sandstone,Steel,Residential,1,6,11.754669124001776,1.0330144201416123,76.29002964913178,463,Standard Paint,8,4,1.9
Sandstone,Timber,Residential,2,4,22.556974281708804,5.954211841452595,65.6078899722889,1896,Fire Resistant Paint,6,10,3.9
Sandstone,Steel,Residential,1,1,10.331160133684595,7.5170911298521155,82.55204823627923,1323,Standard Paint,9,6,3.0
Sandstone,Concrete,Commercial,1,18,19.977538882725952,5.1486533134585475,80.300780526271,1104,Standard Paint,55,44,4.3
Timber Structures,Concrete,Residential,1,6,24.550159867496916,5.712846894577983,50.26319547391682,1692,Standard Paint,11,8,3.5
Sandstone,Timber,Residential,2,6,28.78889851341618,6.116502700393475,64.37186930438473,1759,Standard Paint,8,2,8.0
Masonry Structures,Concrete,Residential,1,5,23.993102140084787,9.574067403942735,55.036198732519956,1384,Fire Resistant Paint,5,6,4.3
Timber Structures,Concrete,Commercial,2,18,27.200962655172823,3.920347351506999,77.37777761653348,933,Fire Resistant Paint,81,25,4.1
Sandstone,Concrete,Residential,1,1,26.941423927882823,7.921192643665339,82.94687534077266,317,Fire Resistant Paint,8,9,2.2
Sandstone,Timber,Residential,1,5,26.29456393687829,3.655977920168067,46.42766631497089,1662,Fire Resistant Paint,10,2,5.5
Brick,Steel,Residential,1,2,27.79025036647208,2.0488000981702723,50.5776952069789,1702,Fire Resistant Paint,4,10,5.1
Sandstone,Concrete,Commercial,2,37,16.160090490202837,8.831840141735078,88.95311375647344,347,Fire Resistant Paint,86,31,3.6
Masonry Structures,Concrete,Commercial,1,27,34.890791064049104,5.005857386905191,80.34175849843373,569,Standard Paint,45,34,4.5
Timber Structures,Timber,Residential,1,3,17.77749425699043,6.8440360329754295,75.47757252123793,1728,Standard Paint,7,10,3.2
Masonry Structures,Steel,Residential,2,2,16.633151192485503,5.996433790114591,60.0087305540023,1317,Standard Paint,8,2,5.5
Sandstone,Concrete,Commercial,2,30,29.704205198061814,7.455853705398535,41.867214338347765,971,Fire Resistant Paint,71,32,2.3
Sandstone,Timber,Residential,1,4,12.512931539318616,3.419603104984125,40.84594728769454,1873,Standard Paint,8,9,5.0
Brick,Steel,Commercial,1,33,22.18139494234287,2.6020824846081982,69.00247230199746,1126,Standard Paint,82,49,2.2
Masonry Structures,Timber,Residential,1,1,30.18669787187577,9.458875581603643,63.031279213975466,1108,Fire Resistant Paint,3,9,2.6
